message,severity,attributes,tags,timestamp
"  |   File ""/usr/local/lib/python3.11/site-packages/hindsight_api/api/__init__.py"", line 83, in chained_lifespan",error,"{""level"":""error""}","{""project"":""9b08be93-b288-4772-8ccc-29b724851bf0"",""environment"":""9d75ea4a-b853-442d-a363-25a181446f91"",""service"":""415d2f9a-8e64-46f9-a943-3f4d79831d54"",""deployment"":""02f4fca2-6af3-45b3-abed-e7154b57f8a7"",""replica"":""e73f9353-f0f3-4a75-a929-36ab75c9f0ee""}",2026-08-14T15:27:02.718791356Z
  |     async with multi_bank_starlette_app.router.lifespan_context(multi_bank_starlette_app):,error,"{""level"":""error""}","{""project"":""9b08be93-b288-4772-8ccc-29b724851bf0"",""environment"":""9d75ea4a-b853-442d-a363-25a181446f91"",""service"":""415d2f9a-8e64-46f9-a943-3f4d79831d54"",""deployment"":""02f4fca2-6af3-45b3-abed-e7154b57f8a7"",""replica"":""e73f9353-f0f3-4a75-a929-36ab75c9f0ee""}",2026-08-14T15:27:02.718838606Z
    |     async with (,error,"{""level"":""error""}","{""project"":""9b08be93-b288-4772-8ccc-29b724851bf0"",""environment"":""9d75ea4a-b853-442d-a363-25a181446f91"",""service"":""415d2f9a-8e64-46f9-a943-3f4d79831d54"",""deployment"":""02f4fca2-6af3-45b3-abed-e7154b57f8a7"",""replica"":""e73f9353-f0f3-4a75-a929-36ab75c9f0ee""}",2026-08-14T15:27:02.720036875Z
"    |   File ""/usr/local/lib/python3.11/contextlib.py"", line 231, in __aexit__",error,"{""level"":""error""}","{""project"":""9b08be93-b288-4772-8ccc-29b724851bf0"",""environment"":""9d75ea4a-b853-442d-a363-25a181446f91"",""service"":""415d2f9a-8e64-46f9-a943-3f4d79831d54"",""deployment"":""02f4fca2-6af3-45b3-abed-e7154b57f8a7"",""replica"":""e73f9353-f0f3-4a75-a929-36ab75c9f0ee""}",2026-08-14T15:27:02.720040665Z
"    |     await self.gen.athrow(typ, value, traceback)",error,"{""level"":""error""}","{""project"":""9b08be93-b288-4772-8ccc-29b724851bf0"",""environment"":""9d75ea4a-b853-442d-a363-25a181446f91"",""service"":""415d2f9a-8e64-46f9-a943-3f4d79831d54"",""deployment"":""02f4fca2-6af3-45b3-abed-e7154b57f8a7"",""replica"":""e73f9353-f0f3-4a75-a929-36ab75c9f0ee""}",2026-08-14T15:27:02.720044205Z
  |     async with anyio.create_task_group() as tg:,error,"{""level"":""error""}","{""project"":""9b08be93-b288-4772-8ccc-29b724851bf0"",""environment"":""9d75ea4a-b853-442d-a363-25a181446f91"",""service"":""415d2f9a-8e64-46f9-a943-3f4d79831d54"",""deployment"":""02f4fca2-6af3-45b3-abed-e7154b57f8a7"",""replica"":""e73f9353-f0f3-4a75-a929-36ab75c9f0ee""}",2026-08-14T15:27:02.720049795Z
"  |   File ""/usr/local/lib/python3.11/site-packages/anyio/_backends/_asyncio.py"", line 815, in __aexit__",error,"{""level"":""error""}","{""project"":""9b08be93-b288-4772-8ccc-29b724851bf0"",""environment"":""9d75ea4a-b853-442d-a363-25a181446f91"",""service"":""415d2f9a-8e64-46f9-a943-3f4d79831d54"",""deployment"":""02f4fca2-6af3-45b3-abed-e7154b57f8a7"",""replica"":""e73f9353-f0f3-4a75-a929-36ab75c9f0ee""}",2026-08-14T15:27:02.720053935Z
  |     raise BaseExceptionGroup(,error,"{""level"":""error""}","{""project"":""9b08be93-b288-4772-8ccc-29b724851bf0"",""environment"":""9d75ea4a-b853-442d-a363-25a181446f91"",""service"":""415d2f9a-8e64-46f9-a943-3f4d79831d54"",""deployment"":""02f4fca2-6af3-45b3-abed-e7154b57f8a7"",""replica"":""e73f9353-f0f3-4a75-a929-36ab75c9f0ee""}",2026-08-14T15:27:02.720057345Z
  | ExceptionGroup: unhandled errors in a TaskGroup (1 sub-exception),error,"{""level"":""error""}","{""project"":""9b08be93-b288-4772-8ccc-29b724851bf0"",""environment"":""9d75ea4a-b853-442d-a363-25a181446f91"",""service"":""415d2f9a-8e64-46f9-a943-3f4d79831d54"",""deployment"":""02f4fca2-6af3-45b3-abed-e7154b57f8a7"",""replica"":""e73f9353-f0f3-4a75-a929-36ab75c9f0ee""}",2026-08-14T15:27:02.720060605Z
  +-+---------------- 1 ----------------,error,"{""level"":""error""}","{""project"":""9b08be93-b288-4772-8ccc-29b724851bf0"",""environment"":""9d75ea4a-b853-442d-a363-25a181446f91"",""service"":""415d2f9a-8e64-46f9-a943-3f4d79831d54"",""deployment"":""02f4fca2-6af3-45b3-abed-e7154b57f8a7"",""replica"":""e73f9353-f0f3-4a75-a929-36ab75c9f0ee""}",2026-08-14T15:27:02.720064055Z
    | Exception Group Traceback (most recent call last):,error,"{""level"":""error""}","{""project"":""9b08be93-b288-4772-8ccc-29b724851bf0"",""environment"":""9d75ea4a-b853-442d-a363-25a181446f91"",""service"":""415d2f9a-8e64-46f9-a943-3f4d79831d54"",""deployment"":""02f4fca2-6af3-45b3-abed-e7154b57f8a7"",""replica"":""e73f9353-f0f3-4a75-a929-36ab75c9f0ee""}",2026-08-14T15:27:02.720067355Z
"    |   File ""/usr/local/lib/python3.11/site-packages/mcp/server/streamable_http_manager.py"", line 145, in run",error,"{""level"":""error""}","{""project"":""9b08be93-b288-4772-8ccc-29b724851bf0"",""environment"":""9d75ea4a-b853-442d-a363-25a181446f91"",""service"":""415d2f9a-8e64-46f9-a943-3f4d79831d54"",""deployment"":""02f4fca2-6af3-45b3-abed-e7154b57f8a7"",""replica"":""e73f9353-f0f3-4a75-a929-36ab75c9f0ee""}",2026-08-14T15:27:02.720070545Z
    |     yield  # Let the application run,error,"{""level"":""error""}","{""project"":""9b08be93-b288-4772-8ccc-29b724851bf0"",""environment"":""9d75ea4a-b853-442d-a363-25a181446f91"",""service"":""415d2f9a-8e64-46f9-a943-3f4d79831d54"",""deployment"":""02f4fca2-6af3-45b3-abed-e7154b57f8a7"",""replica"":""e73f9353-f0f3-4a75-a929-36ab75c9f0ee""}",2026-08-14T15:27:02.720074135Z
    |     ^^^^^,error,"{""level"":""error""}","{""project"":""9b08be93-b288-4772-8ccc-29b724851bf0"",""environment"":""9d75ea4a-b853-442d-a363-25a181446f91"",""service"":""415d2f9a-8e64-46f9-a943-3f4d79831d54"",""deployment"":""02f4fca2-6af3-45b3-abed-e7154b57f8a7"",""replica"":""e73f9353-f0f3-4a75-a929-36ab75c9f0ee""}",2026-08-14T15:27:02.720077485Z
"    |   File ""/usr/local/lib/python3.11/site-packages/fastmcp/server/http.py"", line 670, in lifespan",error,"{""level"":""error""}","{""project"":""9b08be93-b288-4772-8ccc-29b724851bf0"",""environment"":""9d75ea4a-b853-442d-a363-25a181446f91"",""service"":""415d2f9a-8e64-46f9-a943-3f4d79831d54"",""deployment"":""02f4fca2-6af3-45b3-abed-e7154b57f8a7"",""replica"":""e73f9353-f0f3-4a75-a929-36ab75c9f0ee""}",2026-08-14T15:27:02.720080925Z
    |     yield,error,"{""level"":""error""}","{""project"":""9b08be93-b288-4772-8ccc-29b724851bf0"",""environment"":""9d75ea4a-b853-442d-a363-25a181446f91"",""service"":""415d2f9a-8e64-46f9-a943-3f4d79831d54"",""deployment"":""02f4fca2-6af3-45b3-abed-e7154b57f8a7"",""replica"":""e73f9353-f0f3-4a75-a929-36ab75c9f0ee""}",2026-08-14T15:27:02.720083915Z
"    |   File ""/usr/local/lib/python3.11/site-packages/hindsight_api/api/__init__.py"", line 84, in chained_lifespan",error,"{""level"":""error""}","{""project"":""9b08be93-b288-4772-8ccc-29b724851bf0"",""environment"":""9d75ea4a-b853-442d-a363-25a181446f91"",""service"":""415d2f9a-8e64-46f9-a943-3f4d79831d54"",""deployment"":""02f4fca2-6af3-45b3-abed-e7154b57f8a7"",""replica"":""e73f9353-f0f3-4a75-a929-36ab75c9f0ee""}",2026-08-14T15:27:02.720086835Z
    |     async with single_bank_starlette_app.router.lifespan_context(single_bank_starlette_app):,error,"{""level"":""error""}","{""project"":""9b08be93-b288-4772-8ccc-29b724851bf0"",""environment"":""9d75ea4a-b853-442d-a363-25a181446f91"",""service"":""415d2f9a-8e64-46f9-a943-3f4d79831d54"",""deployment"":""02f4fca2-6af3-45b3-abed-e7154b57f8a7"",""replica"":""e73f9353-f0f3-4a75-a929-36ab75c9f0ee""}",2026-08-14T15:27:02.720091695Z
"    |   File ""/usr/local/lib/python3.11/contextlib.py"", line 231, in __aexit__",error,"{""level"":""error""}","{""project"":""9b08be93-b288-4772-8ccc-29b724851bf0"",""environment"":""9d75ea4a-b853-442d-a363-25a181446f91"",""service"":""415d2f9a-8e64-46f9-a943-3f4d79831d54"",""deployment"":""02f4fca2-6af3-45b3-abed-e7154b57f8a7"",""replica"":""e73f9353-f0f3-4a75-a929-36ab75c9f0ee""}",2026-08-14T15:27:02.720094685Z
"    |     await self.gen.athrow(typ, value, traceback)",error,"{""level"":""error""}","{""project"":""9b08be93-b288-4772-8ccc-29b724851bf0"",""environment"":""9d75ea4a-b853-442d-a363-25a181446f91"",""service"":""415d2f9a-8e64-46f9-a943-3f4d79831d54"",""deployment"":""02f4fca2-6af3-45b3-abed-e7154b57f8a7"",""replica"":""e73f9353-f0f3-4a75-a929-36ab75c9f0ee""}",2026-08-14T15:27:02.720097485Z
"    |   File ""/usr/local/lib/python3.11/site-packages/fastmcp/server/http.py"", line 665, in lifespan",error,"{""level"":""error""}","{""project"":""9b08be93-b288-4772-8ccc-29b724851bf0"",""environment"":""9d75ea4a-b853-442d-a363-25a181446f91"",""service"":""415d2f9a-8e64-46f9-a943-3f4d79831d54"",""deployment"":""02f4fca2-6af3-45b3-abed-e7154b57f8a7"",""replica"":""e73f9353-f0f3-4a75-a929-36ab75c9f0ee""}",2026-08-14T15:27:02.720100735Z
"    |   File ""/usr/local/lib/python3.11/site-packages/mcp/server/streamable_http_manager.py"", line 140, in run",error,"{""level"":""error""}","{""project"":""9b08be93-b288-4772-8ccc-29b724851bf0"",""environment"":""9d75ea4a-b853-442d-a363-25a181446f91"",""service"":""415d2f9a-8e64-46f9-a943-3f4d79831d54"",""deployment"":""02f4fca2-6af3-45b3-abed-e7154b57f8a7"",""replica"":""e73f9353-f0f3-4a75-a929-36ab75c9f0ee""}",2026-08-14T15:27:02.721018566Z
    |     async with anyio.create_task_group() as tg:,error,"{""level"":""error""}","{""project"":""9b08be93-b288-4772-8ccc-29b724851bf0"",""environment"":""9d75ea4a-b853-442d-a363-25a181446f91"",""service"":""415d2f9a-8e64-46f9-a943-3f4d79831d54"",""deployment"":""02f4fca2-6af3-45b3-abed-e7154b57f8a7"",""replica"":""e73f9353-f0f3-4a75-a929-36ab75c9f0ee""}",2026-08-14T15:27:02.721021866Z
"    |   File ""/usr/local/lib/python3.11/site-packages/anyio/_backends/_asyncio.py"", line 815, in __aexit__",error,"{""level"":""error""}","{""project"":""9b08be93-b288-4772-8ccc-29b724851bf0"",""environment"":""9d75ea4a-b853-442d-a363-25a181446f91"",""service"":""415d2f9a-8e64-46f9-a943-3f4d79831d54"",""deployment"":""02f4fca2-6af3-45b3-abed-e7154b57f8a7"",""replica"":""e73f9353-f0f3-4a75-a929-36ab75c9f0ee""}",2026-08-14T15:27:02.721024966Z
    |     raise BaseExceptionGroup(,error,"{""level"":""error""}","{""project"":""9b08be93-b288-4772-8ccc-29b724851bf0"",""environment"":""9d75ea4a-b853-442d-a363-25a181446f91"",""service"":""415d2f9a-8e64-46f9-a943-3f4d79831d54"",""deployment"":""02f4fca2-6af3-45b3-abed-e7154b57f8a7"",""replica"":""e73f9353-f0f3-4a75-a929-36ab75c9f0ee""}",2026-08-14T15:27:02.721027696Z
    | ExceptionGroup: unhandled errors in a TaskGroup (1 sub-exception),error,"{""level"":""error""}","{""project"":""9b08be93-b288-4772-8ccc-29b724851bf0"",""environment"":""9d75ea4a-b853-442d-a363-25a181446f91"",""service"":""415d2f9a-8e64-46f9-a943-3f4d79831d54"",""deployment"":""02f4fca2-6af3-45b3-abed-e7154b57f8a7"",""replica"":""e73f9353-f0f3-4a75-a929-36ab75c9f0ee""}",2026-08-14T15:27:02.721031306Z
    +-+---------------- 1 ----------------,error,"{""level"":""error""}","{""project"":""9b08be93-b288-4772-8ccc-29b724851bf0"",""environment"":""9d75ea4a-b853-442d-a363-25a181446f91"",""service"":""415d2f9a-8e64-46f9-a943-3f4d79831d54"",""deployment"":""02f4fca2-6af3-45b3-abed-e7154b57f8a7"",""replica"":""e73f9353-f0f3-4a75-a929-36ab75c9f0ee""}",2026-08-14T15:27:02.721034136Z
      | Traceback (most recent call last):,error,"{""level"":""error""}","{""project"":""9b08be93-b288-4772-8ccc-29b724851bf0"",""environment"":""9d75ea4a-b853-442d-a363-25a181446f91"",""service"":""415d2f9a-8e64-46f9-a943-3f4d79831d54"",""deployment"":""02f4fca2-6af3-45b3-abed-e7154b57f8a7"",""replica"":""e73f9353-f0f3-4a75-a929-36ab75c9f0ee""}",2026-08-14T15:27:02.721036686Z
"      |   File ""/usr/local/lib/python3.11/site-packages/mcp/server/streamable_http_manager.py"", line 145, in run",error,"{""level"":""error""}","{""project"":""9b08be93-b288-4772-8ccc-29b724851bf0"",""environment"":""9d75ea4a-b853-442d-a363-25a181446f91"",""service"":""415d2f9a-8e64-46f9-a943-3f4d79831d54"",""deployment"":""02f4fca2-6af3-45b3-abed-e7154b57f8a7"",""replica"":""e73f9353-f0f3-4a75-a929-36ab75c9f0ee""}",2026-08-14T15:27:02.721039076Z
      |     yield  # Let the application run,error,"{""level"":""error""}","{""project"":""9b08be93-b288-4772-8ccc-29b724851bf0"",""environment"":""9d75ea4a-b853-442d-a363-25a181446f91"",""service"":""415d2f9a-8e64-46f9-a943-3f4d79831d54"",""deployment"":""02f4fca2-6af3-45b3-abed-e7154b57f8a7"",""replica"":""e73f9353-f0f3-4a75-a929-36ab75c9f0ee""}",2026-08-14T15:27:02.721042486Z
      |     ^^^^^,error,"{""level"":""error""}","{""project"":""9b08be93-b288-4772-8ccc-29b724851bf0"",""environment"":""9d75ea4a-b853-442d-a363-25a181446f91"",""service"":""415d2f9a-8e64-46f9-a943-3f4d79831d54"",""deployment"":""02f4fca2-6af3-45b3-abed-e7154b57f8a7"",""replica"":""e73f9353-f0f3-4a75-a929-36ab75c9f0ee""}",2026-08-14T15:27:02.721044876Z
"      |   File ""/usr/local/lib/python3.11/site-packages/fastmcp/server/http.py"", line 670, in lifespan",error,"{""level"":""error""}","{""project"":""9b08be93-b288-4772-8ccc-29b724851bf0"",""environment"":""9d75ea4a-b853-442d-a363-25a181446f91"",""service"":""415d2f9a-8e64-46f9-a943-3f4d79831d54"",""deployment"":""02f4fca2-6af3-45b3-abed-e7154b57f8a7"",""replica"":""e73f9353-f0f3-4a75-a929-36ab75c9f0ee""}",2026-08-14T15:27:02.721047716Z
      |     yield,error,"{""level"":""error""}","{""project"":""9b08be93-b288-4772-8ccc-29b724851bf0"",""environment"":""9d75ea4a-b853-442d-a363-25a181446f91"",""service"":""415d2f9a-8e64-46f9-a943-3f4d79831d54"",""deployment"":""02f4fca2-6af3-45b3-abed-e7154b57f8a7"",""replica"":""e73f9353-f0f3-4a75-a929-36ab75c9f0ee""}",2026-08-14T15:27:02.721050026Z
"      |   File ""/usr/local/lib/python3.11/site-packages/hindsight_api/api/__init__.py"", line 87, in chained_lifespan",error,"{""level"":""error""}","{""project"":""9b08be93-b288-4772-8ccc-29b724851bf0"",""environment"":""9d75ea4a-b853-442d-a363-25a181446f91"",""service"":""415d2f9a-8e64-46f9-a943-3f4d79831d54"",""deployment"":""02f4fca2-6af3-45b3-abed-e7154b57f8a7"",""replica"":""e73f9353-f0f3-4a75-a929-36ab75c9f0ee""}",2026-08-14T15:27:02.721052356Z
      |     async with original_lifespan(app_instance):,error,"{""level"":""error""}","{""project"":""9b08be93-b288-4772-8ccc-29b724851bf0"",""environment"":""9d75ea4a-b853-442d-a363-25a181446f91"",""service"":""415d2f9a-8e64-46f9-a943-3f4d79831d54"",""deployment"":""02f4fca2-6af3-45b3-abed-e7154b57f8a7"",""replica"":""e73f9353-f0f3-4a75-a929-36ab75c9f0ee""}",2026-08-14T15:27:02.721054626Z
"      |   File ""/usr/local/lib/python3.11/contextlib.py"", line 210, in __aenter__",error,"{""level"":""error""}","{""project"":""9b08be93-b288-4772-8ccc-29b724851bf0"",""environment"":""9d75ea4a-b853-442d-a363-25a181446f91"",""service"":""415d2f9a-8e64-46f9-a943-3f4d79831d54"",""deployment"":""02f4fca2-6af3-45b3-abed-e7154b57f8a7"",""replica"":""e73f9353-f0f3-4a75-a929-36ab75c9f0ee""}",2026-08-14T15:27:02.721057316Z
      |     return await anext(self.gen),error,"{""level"":""error""}","{""project"":""9b08be93-b288-4772-8ccc-29b724851bf0"",""environment"":""9d75ea4a-b853-442d-a363-25a181446f91"",""service"":""415d2f9a-8e64-46f9-a943-3f4d79831d54"",""deployment"":""02f4fca2-6af3-45b3-abed-e7154b57f8a7"",""replica"":""e73f9353-f0f3-4a75-a929-36ab75c9f0ee""}",2026-08-14T15:27:02.721060716Z
      |            ^^^^^^^^^^^^^^^^^^^^^,error,"{""level"":""error""}","{""project"":""9b08be93-b288-4772-8ccc-29b724851bf0"",""environment"":""9d75ea4a-b853-442d-a363-25a181446f91"",""service"":""415d2f9a-8e64-46f9-a943-3f4d79831d54"",""deployment"":""02f4fca2-6af3-45b3-abed-e7154b57f8a7"",""replica"":""e73f9353-f0f3-4a75-a929-36ab75c9f0ee""}",2026-08-14T15:27:02.721063005Z
"      |   File ""/usr/local/lib/python3.11/site-packages/hindsight_api/api/http.py"", line 3718, in lifespan",error,"{""level"":""error""}","{""project"":""9b08be93-b288-4772-8ccc-29b724851bf0"",""environment"":""9d75ea4a-b853-442d-a363-25a181446f91"",""service"":""415d2f9a-8e64-46f9-a943-3f4d79831d54"",""deployment"":""02f4fca2-6af3-45b3-abed-e7154b57f8a7"",""replica"":""e73f9353-f0f3-4a75-a929-36ab75c9f0ee""}",2026-08-14T15:27:02.721065395Z
      |     await memory.initialize(),error,"{""level"":""error""}","{""project"":""9b08be93-b288-4772-8ccc-29b724851bf0"",""environment"":""9d75ea4a-b853-442d-a363-25a181446f91"",""service"":""415d2f9a-8e64-46f9-a943-3f4d79831d54"",""deployment"":""02f4fca2-6af3-45b3-abed-e7154b57f8a7"",""replica"":""e73f9353-f0f3-4a75-a929-36ab75c9f0ee""}",2026-08-14T15:27:02.721067785Z
"      |   File ""/usr/local/lib/python3.11/site-packages/hindsight_api/engine/memory_engine.py"", line 3689, in initialize",error,"{""level"":""error""}","{""project"":""9b08be93-b288-4772-8ccc-29b724851bf0"",""environment"":""9d75ea4a-b853-442d-a363-25a181446f91"",""service"":""415d2f9a-8e64-46f9-a943-3f4d79831d54"",""deployment"":""02f4fca2-6af3-45b3-abed-e7154b57f8a7"",""replica"":""e73f9353-f0f3-4a75-a929-36ab75c9f0ee""}",2026-08-14T15:27:02.722684170Z
"      |     await asyncio.wait_for(asyncio.gather(*init_tasks), timeout=init_timeout)",error,"{""level"":""error""}","{""project"":""9b08be93-b288-4772-8ccc-29b724851bf0"",""environment"":""9d75ea4a-b853-442d-a363-25a181446f91"",""service"":""415d2f9a-8e64-46f9-a943-3f4d79831d54"",""deployment"":""02f4fca2-6af3-45b3-abed-e7154b57f8a7"",""replica"":""e73f9353-f0f3-4a75-a929-36ab75c9f0ee""}",2026-08-14T15:27:02.722693280Z
"      |   File ""/usr/local/lib/python3.11/asyncio/tasks.py"", line 489, in wait_for",error,"{""level"":""error""}","{""project"":""9b08be93-b288-4772-8ccc-29b724851bf0"",""environment"":""9d75ea4a-b853-442d-a363-25a181446f91"",""service"":""415d2f9a-8e64-46f9-a943-3f4d79831d54"",""deployment"":""02f4fca2-6af3-45b3-abed-e7154b57f8a7"",""replica"":""e73f9353-f0f3-4a75-a929-36ab75c9f0ee""}",2026-08-14T15:27:02.722698670Z
      |     return fut.result(),error,"{""level"":""error""}","{""project"":""9b08be93-b288-4772-8ccc-29b724851bf0"",""environment"":""9d75ea4a-b853-442d-a363-25a181446f91"",""service"":""415d2f9a-8e64-46f9-a943-3f4d79831d54"",""deployment"":""02f4fca2-6af3-45b3-abed-e7154b57f8a7"",""replica"":""e73f9353-f0f3-4a75-a929-36ab75c9f0ee""}",2026-08-14T15:27:02.722702960Z
      |            ^^^^^^^^^^^^,error,"{""level"":""error""}","{""project"":""9b08be93-b288-4772-8ccc-29b724851bf0"",""environment"":""9d75ea4a-b853-442d-a363-25a181446f91"",""service"":""415d2f9a-8e64-46f9-a943-3f4d79831d54"",""deployment"":""02f4fca2-6af3-45b3-abed-e7154b57f8a7"",""replica"":""e73f9353-f0f3-4a75-a929-36ab75c9f0ee""}",2026-08-14T15:27:02.722707250Z
"      |   File ""/usr/local/lib/python3.11/site-packages/hindsight_api/engine/memory_engine.py"", line 3551, in start_pg0",error,"{""level"":""error""}","{""project"":""9b08be93-b288-4772-8ccc-29b724851bf0"",""environment"":""9d75ea4a-b853-442d-a363-25a181446f91"",""service"":""415d2f9a-8e64-46f9-a943-3f4d79831d54"",""deployment"":""02f4fca2-6af3-45b3-abed-e7154b57f8a7"",""replica"":""e73f9353-f0f3-4a75-a929-36ab75c9f0ee""}",2026-08-14T15:27:02.722711980Z
      |     self.db_url = await pg0.ensure_running(),error,"{""level"":""error""}","{""project"":""9b08be93-b288-4772-8ccc-29b724851bf0"",""environment"":""9d75ea4a-b853-442d-a363-25a181446f91"",""service"":""415d2f9a-8e64-46f9-a943-3f4d79831d54"",""deployment"":""02f4fca2-6af3-45b3-abed-e7154b57f8a7"",""replica"":""e73f9353-f0f3-4a75-a929-36ab75c9f0ee""}",2026-08-14T15:27:02.722715930Z
      |                   ^^^^^^^^^^^^^^^^^^^^^^^^^^,error,"{""level"":""error""}","{""project"":""9b08be93-b288-4772-8ccc-29b724851bf0"",""environment"":""9d75ea4a-b853-442d-a363-25a181446f91"",""service"":""415d2f9a-8e64-46f9-a943-3f4d79831d54"",""deployment"":""02f4fca2-6af3-45b3-abed-e7154b57f8a7"",""replica"":""e73f9353-f0f3-4a75-a929-36ab75c9f0ee""}",2026-08-14T15:27:02.722722880Z
"      |   File ""/usr/local/lib/python3.11/site-packages/hindsight_api/pg0.py"", line 131, in ensure_running",error,"{""level"":""error""}","{""project"":""9b08be93-b288-4772-8ccc-29b724851bf0"",""environment"":""9d75ea4a-b853-442d-a363-25a181446f91"",""service"":""415d2f9a-8e64-46f9-a943-3f4d79831d54"",""deployment"":""02f4fca2-6af3-45b3-abed-e7154b57f8a7"",""replica"":""e73f9353-f0f3-4a75-a929-36ab75c9f0ee""}",2026-08-14T15:27:02.722727000Z
      |     return await self.start(),error,"{""level"":""error""}","{""project"":""9b08be93-b288-4772-8ccc-29b724851bf0"",""environment"":""9d75ea4a-b853-442d-a363-25a181446f91"",""service"":""415d2f9a-8e64-46f9-a943-3f4d79831d54"",""deployment"":""02f4fca2-6af3-45b3-abed-e7154b57f8a7"",""replica"":""e73f9353-f0f3-4a75-a929-36ab75c9f0ee""}",2026-08-14T15:27:02.722732220Z
      |            ^^^^^^^^^^^^^^^^^^,error,"{""level"":""error""}","{""project"":""9b08be93-b288-4772-8ccc-29b724851bf0"",""environment"":""9d75ea4a-b853-442d-a363-25a181446f91"",""service"":""415d2f9a-8e64-46f9-a943-3f4d79831d54"",""deployment"":""02f4fca2-6af3-45b3-abed-e7154b57f8a7"",""replica"":""e73f9353-f0f3-4a75-a929-36ab75c9f0ee""}",2026-08-14T15:27:02.722736980Z
"      |   File ""/usr/local/lib/python3.11/site-packages/hindsight_api/pg0.py"", line 92, in start",error,"{""level"":""error""}","{""project"":""9b08be93-b288-4772-8ccc-29b724851bf0"",""environment"":""9d75ea4a-b853-442d-a363-25a181446f91"",""service"":""415d2f9a-8e64-46f9-a943-3f4d79831d54"",""deployment"":""02f4fca2-6af3-45b3-abed-e7154b57f8a7"",""replica"":""e73f9353-f0f3-4a75-a929-36ab75c9f0ee""}",2026-08-14T15:27:02.722741400Z
      |     raise RuntimeError(,error,"{""level"":""error""}","{""project"":""9b08be93-b288-4772-8ccc-29b724851bf0"",""environment"":""9d75ea4a-b853-442d-a363-25a181446f91"",""service"":""415d2f9a-8e64-46f9-a943-3f4d79831d54"",""deployment"":""02f4fca2-6af3-45b3-abed-e7154b57f8a7"",""replica"":""e73f9353-f0f3-4a75-a929-36ab75c9f0ee""}",2026-08-14T15:27:02.722745820Z
      | RuntimeError: Failed to start embedded PostgreSQL after 5 attempts. Last error: Error: The bundled PostgreSQL binary is missing required system libraries:,error,"{""level"":""error""}","{""project"":""9b08be93-b288-4772-8ccc-29b724851bf0"",""environment"":""9d75ea4a-b853-442d-a363-25a181446f91"",""service"":""415d2f9a-8e64-46f9-a943-3f4d79831d54"",""deployment"":""02f4fca2-6af3-45b3-abed-e7154b57f8a7"",""replica"":""e73f9353-f0f3-4a75-a929-36ab75c9f0ee""}",2026-08-14T15:27:02.722750040Z
      |   libgssapi_krb5.so.2 => not found,error,"{""level"":""error""}","{""project"":""9b08be93-b288-4772-8ccc-29b724851bf0"",""environment"":""9d75ea4a-b853-442d-a363-25a181446f91"",""service"":""415d2f9a-8e64-46f9-a943-3f4d79831d54"",""deployment"":""02f4fca2-6af3-45b3-abed-e7154b57f8a7"",""replica"":""e73f9353-f0f3-4a75-a929-36ab75c9f0ee""}",2026-08-14T15:27:02.722754190Z
      | ,error,"{""level"":""error""}","{""project"":""9b08be93-b288-4772-8ccc-29b724851bf0"",""environment"":""9d75ea4a-b853-442d-a363-25a181446f91"",""service"":""415d2f9a-8e64-46f9-a943-3f4d79831d54"",""deployment"":""02f4fca2-6af3-45b3-abed-e7154b57f8a7"",""replica"":""e73f9353-f0f3-4a75-a929-36ab75c9f0ee""}",2026-08-14T15:27:02.722759580Z
      | Install the missing libraries using your system package manager. For example:,error,"{""level"":""error""}","{""project"":""9b08be93-b288-4772-8ccc-29b724851bf0"",""environment"":""9d75ea4a-b853-442d-a363-25a181446f91"",""service"":""415d2f9a-8e64-46f9-a943-3f4d79831d54"",""deployment"":""02f4fca2-6af3-45b3-abed-e7154b57f8a7"",""replica"":""e73f9353-f0f3-4a75-a929-36ab75c9f0ee""}",2026-08-14T15:27:02.722765850Z
      |   Arch Linux:    sudo pacman -S <package>,error,"{""level"":""error""}","{""project"":""9b08be93-b288-4772-8ccc-29b724851bf0"",""environment"":""9d75ea4a-b853-442d-a363-25a181446f91"",""service"":""415d2f9a-8e64-46f9-a943-3f4d79831d54"",""deployment"":""02f4fca2-6af3-45b3-abed-e7154b57f8a7"",""replica"":""e73f9353-f0f3-4a75-a929-36ab75c9f0ee""}",2026-08-14T15:27:02.722770330Z
      |   Ubuntu/Debian: sudo apt install <package>,error,"{""level"":""error""}","{""project"":""9b08be93-b288-4772-8ccc-29b724851bf0"",""environment"":""9d75ea4a-b853-442d-a363-25a181446f91"",""service"":""415d2f9a-8e64-46f9-a943-3f4d79831d54"",""deployment"":""02f4fca2-6af3-45b3-abed-e7154b57f8a7"",""replica"":""e73f9353-f0f3-4a75-a929-36ab75c9f0ee""}",2026-08-14T15:27:02.722774240Z
      |   Fedora/RHEL:   sudo dnf install <package>,error,"{""level"":""error""}","{""project"":""9b08be93-b288-4772-8ccc-29b724851bf0"",""environment"":""9d75ea4a-b853-442d-a363-25a181446f91"",""service"":""415d2f9a-8e64-46f9-a943-3f4d79831d54"",""deployment"":""02f4fca2-6af3-45b3-abed-e7154b57f8a7"",""replica"":""e73f9353-f0f3-4a75-a929-36ab75c9f0ee""}",2026-08-14T15:27:02.723753970Z
